gmail	джімейл
gmail	гмейл
gmail	гмайл
google	гугл
ukr.net	укрнет
mail	мейл
hotmail	хотмейл
outlook	аутлук
icloud	айклауд
yahoo	яху
facebook	фейсбук
instagram	інстаграм
youtube	ютуб
wikipedia	вікіпедія
