вул.	вулиця
вул.	вулиці
вул.	вулицю
просп.	проспект
просп.	проспекті
просп.	проспекту
бульв.	бульвар
бульв.	бульварі
бульв.	бульвару
пров.	провулок
пров.	провулку
пл.	площа
пл.	площі
пл.	площу
