2	других
2	другі
3	третіх
3	треті
4	четвертих
4	четверті
5	п'ятих
5	п'яті
6	шостих
6	шості
7	сьомих
7	сьомі
8	восьмих
8	восьмі
9	дев'ятих
9	дев'яті
4	чверті
4	чвертей
